URL,Title,Address,Description,Compensation,Employment Type
https://longisland.craigslist.org/egr/d/architect-draftsperson/7175734729.html,Architect/Draftsperson,,"
        
Busy Architectural Office seeks qualified architect/draftsperson for educational, fire department, commercial and residential projects.  Must be proficient in AutoCAD.  Opening is immediate.  Please send resume along with sample of your work.  Candidates should be well organized and detail oriented.  Job tasks may include drafting, field measuring, construction site visits, etc.  Interviews will be conducted immediately.  We are looking forward to adding a few new members to our talented team.  We are an equal opportunity employer.    ",Competative salary based on qualifications,full-time
https://newyork.craigslist.org/que/egr/d/south-richmond-hill-electrical/7163209419.html,Electrical Assistant Project Manager,South Richmond Hill,"
        
Company Overview:

Ramdeen’s Electrical Contracting Corp. is a leading, minority electrical contractor in NYC. We are a family owned and operated business. Our projects include prevailing wage, commercial and residential jobs for some of the leading companies and venues in the New York City area.

About The Role:

REC is looking for a full time Assistant Electrical Project Manager with a minimum of 3-5 year’s experience. They will be responsible for assisting the owner and other Project Managers on all aspects of electrical and communications construction projects to ensure project success.

Job Function:

Ensure field supervision has the instruction, material, and support that they need to succeed
Address client and vendor concerns
Proposal preparation and review
RFI preparation and review
Submittal tracking
Monitor status of projects
Contract administration
Prepare billing requests
Prepare basic estimates
Attend project meetings
Conduct and prepare post project analysis
Take initiative and spear head initiatives to improve business practices
Requirements:

3 - 5 years of experience as a project manger
Proficiency in Microsoft Office
Strong research and sourcing skills
Must be able manage multiple projects at once.
Demonstrate excellent verbal and written communication
Travel to projects within NYC
Knowledge of electrical construction is a plus but not required.
Preferred Qualifications:

Procore Software
Submittal Exchange
Autocad
Dropbox
This position has excellent career advancement opportunities.

Job Type: Full-time

Salary: $18.00 to $35.00 /hour    ",$18 to $35 an hour (Commensurate on experience),full-time
https://newjersey.craigslist.org/egr/d/kearny-drafting-cad-operator/7168491416.html,Drafting/CAD Operator,,"
        
Draftsman/CAD Operator/Designer

L&R, an internationally recognized leader in the manufacture and sales of ultrasonic cleaning systems and solutions, supplying the medical, dental, industrial and jewelry markets, as well as government agencies, for over 90 years is seeking an experienced Drafts person with a minimum of 3 years experience in AutoCAD 2016. 

Successful candidate needs an electro-mechanical background in documentation and design.

Responsibilities include but are not limited to:

• Document control
• Engineering changes
• Bills of material
• Specifications and drawings

Sheet metal and electronics experience required. Design experience a plus.
Please send resume in confidence.
NOTE: WE ARE CURRENTLY ON A 32 HOUR WORK WEEK UNTIL
LABOR DAY.

*****Our employees safety and the safety of their families is our utmost concern.  All individuals visiting  must wear a mask and follow our safety guidelines when on our premises.****

    ","50 - 55,000",full-time
https://longisland.craigslist.org/egr/d/wantagh-architectural-cad-draftsperson/7177154502.html,Architectural Cad Draftsperson - project manager,,"
        
We are looking for a responsible and nice person to take on drafting projects.

Candidate must be able to complete a set of residential drawings [additions and new houses] ready to file. 

Must have experience.  Please provide a resume and work sample to the contact email.    

Pay will be determined on your skills and ability to contribute to the company.

Thank you, and good luck.  

autocad

Michael




    ",Based on your ability to contribute to the Company.,contract
https://newyork.craigslist.org/que/egr/d/south-richmond-hill-junior-electrical/7163212953.html,Junior Electrical Estimator,Queens,"
        
Company Overview:

Ramdeen’s Electrical Contracting Corp. is a leading, minority electrical contractor in NYC. We are a family owned and operated business. Our projects include prevailing wage, commercial and residential jobs for some of the leading companies and venues in the New York City area.

About The Role:

REC is looking for a full time Junior Electrical Estimator with a minimum of 1-3 year’s experience.

Job Description:

We are looking for an experienced JR. Electrical Estimator for our growing company. Our established construction firm is growing its clientele, and we have an excellent opportunity for an experienced Estimator to join our team of professionals. The ideal candidate will have previous experience in construction project management, be organized, motivated, detail-oriented, and driven. We are offering a competitive salary commensurate with experience. This is the perfect opportunity to build a career at a leading construction firm.

Salary:

Job Responsibilities:

Calculate various data quantity take-offs for data entry into a computer estimating system.
Identify qualified suppliers/subcontractors and solicit quotes.
Participate in developing and organizing bid package estimate documents.
Maintain files of working documents for back-up to estimating figures.
Distribute bidding documents to sub-contractors and vendors at the direction of the Estimator
Perform additional assignments per supervisor's direction.
Job Requirements:

1+ years’ experience
Postsecondary non-degree award in Construction Management, Engineering or a related field
Can be a combination of education, training and relevant experience
Ability to calculate mathematical extensions, read and understand architectural construction documents
Ability to interact effectively and professionally with all levels of employees, both management and staff alike, vendors, clients, and others
Job Type: Full-time

Salary: $18.00 to $35.00 /hour    ",$18 - $35 an hour (based on experience),full-time
https://newjersey.craigslist.org/egr/d/harrison-cad-helper/7170657793.html,CAD helper,,"
        
EASTERN GLASS RESOURCES
 
 
CAD associates needed for Full-Time and Part-Time to do CAD operations, Order-Entry, Order Maintenance, Acknowledgements, Route building, and Customer Service via phone, fax, email.
 
Eastern Glass Resources, Inc is a leading glass fabricator that was started in 1986.  We are looking for entry level associates to train on industry specific software to do order entry and customer service. This position may lead to full time positions in the office or out on the manufacturing floor working with state-of-the-art glass fabrication equipment.
 
Duties & Responsibilities:
• CAD entry for various shapes and fabrication processes
• Order Entry via industry specific software
• Office duties (phone work-emails-faxes-scanner)
• Inventory Tracking
 
Preferred Qualifications:
• Candidate must have Bachelor’s degree or in process of obtaining
• CAD experiences
• Computer Literate
• Work with Dimensions and Drawings
• Excellent interpersonal and written/verbal communication skills
• Strong analytical skills and attention to detail
• Flexible hours
• Bilingual (English/Spanish)
• Part time and Full time available
 
We are located 5 min from Newark, NJ and 15 min from NYC via PATH. Please visit our website www.eglassr.com.    ",Tbd,employee's choice
https://newyork.craigslist.org/que/egr/d/forest-hills-structural-drafter-autocad/7163389113.html,Structural Drafter - AutoCAD,"Queens, NY","
        
We are looking for a well-qualified AutoCAD drafter who is interested in becoming the newest member of our team. We are specifically seeking a candidate who appreciates variety in their work as we provide services for numerous types of projects and niches within the structural engineering realm.

We are currently in search of an individual to fill the position of Structural Designer. A candidate who has experience performing structural design of residential and commercial building is preferred. The responsibilities of this person will include but not be limited to design, drafting, and client relations. This person will work closely with project engineer, and be responsible for tasks involved in taking a project from inception to completion.

The successful candidate must meet the following requirements:

Civil/Structural or related Engineering degree from an accredited institution,
2+ years minimum post-graduation experience working for a professional engineering firm
Proficient in the use of Microsoft Office,
Proficient in the use of AutoCAD 2015 or later version    ",The salary is based on level of experience.,full-time
https://newjersey.craigslist.org/egr/d/hawthorne-project-manager-estimator/7170897587.html,Project Manager/Estimator (Construction),,"
        
Project Manager/Estimator

We are a contractor in Hawthorne, New York looking for a Project Manager/Estimator to join our team.  Position is available immediately.

Position Responsibilities:
•	Find Bid Solicitations
•	Take Offs, Material and Labor Costs
•	Solicit Subcontractors
•	Material Pricing
•	Project Submittals
•	AIA Documents
•	Field & Jobsite Supervision (travel daily to sites may be required)

Requirements:
•	Experience in site-work, fencing and security.  
•	Must be Proficient with Microsoft Office, Projects and AutoCAD.
•	Must have valid driver’s license.  
•	OSHA 30
•	Able to clear security background checks
•	Valid References

Salary and benefits based on experience. 
Please email your resume with valid references (must include contact information for references), or fax to (914) 302-3973.

We are an equal opportunity employer    ",Pay based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-senior-operations-manager/7163878243.html,Senior Operations Manager,,"
        
Management of several NYC job sites and oversight of employees ranging from Project Managers to Porters.


Essential Job Duties Under the Direction of Senior Operations Manager:
 

Manage, schedule, direct and oversee multiple site staffing. 
Schedule and manage periodic general preventative maintenance on the mechanical, electrical, HVAC, and plumbing systems. 
Respond quickly to emergency situations.
Be responsive to tenant complaints in the areas of contract fulfillment, safety, employee discipline.
Conduct site meetings with clients and team leaders.
Assigned work so as to ensure the continuous operation of the site.
Orders parts and supplies as required, and maintain stock and inventory control.
Be familiar with and ensure all employees conform to written operating procedures associated with sites.
Ensure the cleanliness and appearance of all work areas.
Perform other duties as assigned.
Maintain a professional appearance and manner at all times, keep calm demeanor in emergency situations and acts as a team member with all staff.
 

Skills, Education and Experience:

 

 Minimum of 5 years of experience in building operations, engineering, HVAC equipment and systems maintenance including boilers, PTAC units and cooling towers. A strong working knowledge of PTAC units inclusive of troubleshooting, refrigerant recovery and charging and coil replacement is a must
 Knowledge and understanding of residential building needs and services inclusive of Superintendent, Handyman and Porter duties
 Ability to handle multiple projects and make decisions
 Knowledge and understanding of blueprints
 Strong customer service, communication and computer skills inclusive of payroll reporting, emailing,
 

Other Job Requirements: 

 FDNY Refrigeration Machine Operator (Q-99)
 FDNY S-12 and S-13
FDNY G-60 and F-60
 FDNY FSD/EAP (may be acquired upon hiring)
 Available and on call 24/7
 Able to climb ladders
 

Compensation

 $80,000.00 - $100,000.00, depending on experience
 Benefits package 
 401K 
 Vacation  
 Sick 
 Personal 
APPLICATION INSTRUCTIONS
Please email your resume in .doc, .docx, .pdf, .txt, .rtf, .html, or .ascii format to the address below. If you wish to enclose a cover letter, please include it in the body of your email message.





The requirements and duties described above may be modified or waived by the Company in its sole discretion without notice.

Guardian Service Industries is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, marital status, sexual orientation, gender identity, pregnancy, citizenship, status as a protected veteran, or status as a qualified individual with disability, or any other characteristic protected by applicable law. Guardian Service Industries is committed to integrity, excellence, and diversity among its employees.
    ","$80,000.00 - $100,000.00 annually,  depending on experience",full-time
https://newjersey.craigslist.org/egr/d/mountainside-project-manager/7171276196.html,Project Manager,,"
        
Specialty Contractor located in Union County, NJ is looking for a candidate to fill a position as a Project Manager.  Task entails, but not limited to, project estimating, oversight of project activities, preparation of project documentation, preparation and submission of cost analysis, ensuring all work complies with company safety and quality standards, ensure project budgets are maintained and effectively communicate with clients. The selected candidate will receive extensive training in estimating and civil engineering construction contract management techniques as they work alongside other experienced engineers.   We specialize in publicly funded infrastructure projects.  Excellent opportunity to work on some of the largest and prestigious construction projects within the NYC Metro Area.
Qualities Needed: 
The ideal candidate will need to be self motivated, energetic and professional. Also needed is the ability to work as part of a team.  

Requirements:
•	BS or BE in Civil or Environmental Engineering is preferred
•	Excellent verbal and writing communication skills

Benefits:
•	401K
•	Health Plan
•	Paid Training
•	Growth Opportunity
•	Salary:  Negotiable/Based on Experience
    ",TBD,full-time
https://newjersey.craigslist.org/egr/d/fanwood-survey-crew-chief/7174732744.html,Survey -  Crew Chief,,"
        
EKA Associates is a mid-sized Land Surveying and Engineering firm seeking an experienced Crew Chief. Knowledge of AutoCad helpful.  Excellent hours and benefits.  Please submit resume and salary requirements.
    ",Salary commensurate with experience,full-time
https://newyork.craigslist.org/brk/egr/d/architect-draftsperson/7164169769.html,Architect/draftsperson,Midwood,"
        
Full time position available in mid-size architectural firm located in the Midwood section of Brooklyn. Residential and  commercial projects. Position requires  a bachelors degree  in architecture   ,  knowledge of NYC zoning and building codes  and proficiency in autocad .
    ",Full Time,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-design-interior/7164563839.html,Architectural Design/ Interior Design,TriBeCa,"
        
AD 100 and Elle Décor A list Interior design / Interior Architecture firm
We are a small firm growing its team at this time.
We are seeking an ARCHITECT / INTERIOR DESIGNER WITH 5+ YEARS EXPERIENCE who is passionate about architecture and high-end design.

Responsibilities include:

1. 4+ years in AutoCAD
2. Must have working experience in architectural drafting
3. Create detailed, accurate construction documents for architectural projects including plans and sections for both commercial and residential.
4. Must be able to generate Architectural designs and presentations, custom furniture, construction drawings, and material selection.
5. Help manage schedules and coordination of client projects
6. Assist with coordination with other local architects on construction administration
7. High level of proficiency with 3D modeling, Revit, SketchUp or Archicad, and Adobe Creative Suite
8. Experience with all phases of interior architecture
9. Must live in the New York City Area currently

If you meet the qualifications, we would love to hear from you. Please submit one pdf document that includes a personalized cover letter with your salary requirement, resume, and work samples.

This is a full-time salaried position with health insurance, paid vacation, sick leave and holidays. You may still respond if you are seeking part time or freelance work.

Looking to hire someone in the next 2- 4 weeks.    ","$75,000 - $85,000",full-time
https://newjersey.craigslist.org/egr/d/denville-mechanical-engineer-machine/7176631160.html,Mechanical Engineer/Machine Designer (No HVAC please),,"
        
Please apply today at: (non%20HVAC)

Company Overview:

Tri-Power Design (TPD) develops and delivers automation, prototyping, product design, engineering, packaging, tool design and manufacturing services aimed at helping clients build a time-to-market advantage which can enable them to win customers, generate revenue and establish market position ahead of their competitors. TPD accomplishes this by combining expertise in different disciplines with skills in using leading-edge technology, which offers the potential to translate to significant—and tangible—value in clients products and projects.

Job Title: Mechanical Engineer/Machine Designer (No HVAC resumes please - thank you.)

Short Description: ($35-$45/hr to start), Immediate opening - Mechanical engineer with minimum of 5 years experience in designing (for manufacture) automation machines, equipment fixtures and components. 

Job Description: Experienced ME to work on Customer defined automated and semi-automated machinery as well as stand-alone tooling projects. Best qualified person is: (i) proficient using Pro/E/Creo or SolidWorks, (ii) capable of taking projects from conception, estimating/quotation, design, design reviews, purchasing, design, drafting/documentation, assembly, de-bugging, FAT and delivery, and, (iii) is capable of supporting existing equipment in the field.

Requirements: Candidates should be capable of specifying sensors, load & torque cells, vision systems, robotics, pneumatic actuators, and servo actuators to equipment.  Knowledge of machine controls/PLC, wiring, and pneumatics is helpful. 

Duties: 
1.	Conceptualize solutions.
2.	Perform 3D CAD machine assemblies.
3.	Specify equipment and generate BOM’s.
4.	Assist in Machine assembly and de-bug. 
5.	Report on, and prepare design reviews.
6.	Generate drawings and other documentation.
7.	Support equipment / services proposals and quotations.

Qualifications:
1.	Able to work independently but take direction from other Technical Leads.
2.	B.S. in Mechanical Engineering or equivalent. 
3.	Demonstrated capability of Pro/E/Creo CAD modeling software. 
4.	Minimum of 5 years professional experience in mechanical engineering, preferably with electro-mechanical systems.
5.	Will consider highly motivated / inspired university graduate who has the skills and talent but not so much experience.

Please apply today at: (non%20HVAC)

Thank you.
** Must be able to legally work in the United States**
** Health Benefits and 401k**
** Background and Drug Screening Mandatory**
    ",($35-$45/hr based on exp. to start),full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-estimator-on-site-survey/7164745353.html,Estimator & on-Site Survey Travel included,Brooklyn Navy yard,"
        
A Door & hardware distribution company in the Hotel industry is looking for an estimator and an onsite surveyor to take measurements and take offs.
This Job is based in our home office in Brooklyn N.Y. and will include traveling throughout the U.S 

Responsibilities 
•	Bidding, planning, executing and closing of any project brought to the company. Must be determined to implement the clients' needs based on knowledge of the firm, project description, and scope of work.
•	Prepare, in a timely fashion, the definitive cost estimates based on the design package and take off-of the project scope by itemizing it into line items with measured quantities.
•	Prepare bid proposals
•	Providing a Material Take-off to identify and quantify all the materials that are required to complete the project purchasing phase.
•	Familiarizing yourself with all products and specifications that the company provides.
•	On site survey of all door & hardware measurements.
•	Client relationship to solve any problem arising. 
Requirement
•	Must have a minimum 5 years’ experience in the Door and hardware industry.
•	Must be willing to travel on a weekly basis, including overnight stay.
•	Must be Handy to solve small on-site issues. 
Compensation
•	75k-100k salary per year.
•	2 weeks paid vacation.
•	Health Insurance.
•	Reimbursement for travel expenses.
    ",75k-100k based on experience,full-time
https://newjersey.craigslist.org/egr/d/new-york-plastic-process-engineer/7179134336.html,Plastic Process Engineer,,"
        
A leader well known and recognized in the Beauty/Cosmetic packaging industry -high end products- in the US and in other parts of the World is looking to hire IMMEDIATELY- a Plastic Process Engineer.
Position will be based in  New jersey.

The role : It involves sampling, developing, optimizing and troubleshooting molding processes based off of the 4 plastics variables, troubleshooting molds (new and existing) and auxiliary parts handling equipment. The candidate will analyze data; create reports, documents and training presentations.

Below are some of the key elements for this role. 
- Scientific Injection Molding is a must
- Need to be able to analyze conveyors  
- Hands on experience
- Need to be able to back out production equipment 
-  Master Molder (RJG) #1 or #2 is a big Plus
- Experience in Plastics preferred

Other requirements:

-Bachelor’s degree or equivalent level of experience
- Currently enrolled or willing to enroll within 12 months of entry into position, in a college AAS program for Manufacturing Management or equivalent
-State certified Injection Molding Journeyman Certificate or equivalent (RJG MM1 certificate). 
-Advanced Scientific Injection Molding Certificate preferred.

Position offers growth potential.


    ",up to 100K plus Bonus,full-time
https://newyork.craigslist.org/que/egr/d/richmond-hill-experienced-architect/7164754886.html,experienced architect/drafter,richmondhill,"
        
Architectural Drafter with at least 3+ years of experience in preparing architectural drawings and construction documents to file with the NYC Department of Buildings and Dob Now 

Candidates should have basic knowledge in NYC Zoning and Building code. knowledge is a must.

The position will include 


Preparing Alteration type 1 and 2  . New Building drawing sets for filling with NYC DOB Zoning Analysis and diagrams,preparing floor plans,sections and elevations, Energy analysis ( Tabular and COMcheck)

Update submitted drawing sets according to examiner's objections.


Please send your resume 

There is great potential for the right candidate!    ",BASED ON EXPERIENCE,full-time
https://newyork.craigslist.org/que/egr/d/richmond-hill-expediter-dob-and-dob-now/7164756082.html,expediter/ dob and dob now,richmondhill,"
        
small queens  based expediting/drafting  firm is looking for an in house expediter. Tasks include paperwork, you have to have knowledge of the DOB now filing system, feel comfortable to call Architects/ Engineers, strong organizational skills, and be responsible/on time.

Working hours are 8:30/-5:00. Compensation based on experience

IF YOU DO NOT NOW KNOW THE DOB NOW SYSTEM DO NOT APPLY    ",BASED ON EXPERIENCE,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-servicesnyc-dob/7165048820.html,Architectural Services_NYC DOB Commercial Filing set,Midtown,"
        
Architectural Services_NYC DOB Commercial Filing set

Seeking an Architectural Associate/CAD drafter to create NYC DOB filing sets for Commercial / Retail / Restaurant projects in Manhattan.

RESPONSIBILITIES:
• Create Architectural Drawings and Construction Documents (Alteration Type 1 and Type 2)
• Zoning Analysis and Diagrams
• Drawing existing and proposed sections and elevations
• Update drawing sets based on NYC Plan Examiner Objections
• Prepare DOB filing set packages and coordinate with Expediter to file with the Department of Buildings.    ",TBD,employee's choice
https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-renderer/7165294407.html,Architectural Renderer,Midtown West,"
        
SBLM New York is looking for a highly motivated Architectural Renderer

Responsibilities include, but not limited to: 
Potential candidates will be tasked with producing 3D Visualization presentations for active design projects and marketing efforts. Candidate will collaborate with the architectural design team and marketing leaders and graphic designers to develop effective presentation solutions, storyboard, and produce final imagery.

Position Requirements:
•	Bachelor’s Degree in Architecture or Graphic Design/Visual Arts with an Emphasis on Architectural Rendering
•	Expert Level Proficiency in Adobe Photoshop, Modeling and Rendering Software (Preferred: Rhino, SketchUp, Revit, 3D Studio Max, VRay, Maxwell, or Artlantis)
•	Intermediate Level Proficiency with AutoCAD, Adobe In-design, and Illustrator.
•	Ability to understand plans and documents to relevant to create architectural renderings.
•	Excellent communication skills.
•	A passion to make each assignment better than the last.
•	An appreciation for managing digital resources, maintaining an economy of means, and authoring work that is clear and easy to collaborate on.
•	In interest to cross-over your skillset of visual arts into design roles, and aesthetic decisions on architectural and graphic projects.

Please email a resume, cover letter and portfolio with “Architectural Renderer” in the subject line. 
All attachments should be in PDF file format, with a combined size of less than 10 MB. Links to portfolio and work samples in lieu of attachments are welcomed. 

Compensation and Benefits:
•	We offer an excellent benefit package
•	Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, and more. 
•	Salary commensurate with level of experience
•	Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program
•	Creative and innovative work environment


    ",Competitive Salary - DOE,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-bolt-design-group-design-intern/7165745970.html,BOLT DESIGN GROUP  - DESIGN INTERN,Greenpoint,"
        
This opening is for an intern position at Bolt Design Group in Greenpoint, Brooklyn.  Bolt Design is a multidisciplinary design team working in the Hospitality, Event Space, and Residential sectors.  BDG focuses on clever design & innovative fabrication techniques.  BDG is looking for a Design Intern with a passion for taking design risks and the follow-through to determine how to execute these ideas through prototyping, research, and discussion.


Intern Responsibilities:

- Work with Principle for Prototyping Design Project
- Website Content organization
- Social Media Content Calendar
- 3D Modeling & 2D Drafting
- Mood Boarding
- Data entry, filing, sorting mail, and taking detailed messages.
- Tracking and ordering inventory as needed.
- Maintaining clear communication with customers and coworkers.
- Working cooperatively with coworkers with a positive attitude.

Requirements:
- Adobe Suite (adequate)
- Rhino 3D software
- Knowledge of QuickBooks Desktop
- Construction knowledge/experience favored
- Detail oriented and very organized
- Excellent computer skills with experience in Word, Excel, and Google Suite.
- Desire to be proactive and create a positive experience for others


**Requiring roughly 20-30 Hours/week    ",To be determined by experience,part-time
https://newyork.craigslist.org/mnh/egr/d/new-york-concrete-masonry-foreman/7166185573.html,CONCRETE/MASONRY FOREMAN,"NEW YORK, NY","
        
We are a Manhattan based Contractor specializing in Commercial Renovation Projects. We are actively seeking to hire a Concrete/Masonry Foreman who specializes in all forms of:

Concrete including Flatwork, Foundations, Sidewalks, Underpinning, Support of Excavation & Masonry (SOE)

This position reports directly to the General Superintendent and Project Manager. Responsibilities include: Daily Task Management, Tracking Employee Hours, Communication with Vendors and Job Site Contacts, Overseeing and Organizing all Work & Associated Schedule. Participation in All Site Meetings, Safety Oversight. Position is available immediately. Please attach your resume.
    ","$105,000-$120,000 ANNUALLY. NEGOTIABLE, DEPENDENT ON EXPERIENCE",full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-office-expediter-dob-paperwork/7166688061.html,"Office Expediter, DOB paperwork/DOB now",BROOKLYN,"
        
Mid size Brooklyn based expediting firm is looking for an in house expediter.   

Tasks include
*Preparing paperwork
*Filing work with the DOB HUB system
*Filing work with the DOB NOW system
*Filing work with the FDNY system 
*ECB Violation corrections and attending court

The entire DOB system is now online and a lot of offices are going under. If you lost your DOB expediting job during Corona and have knowledge of the DOB system and points mentioned above please give me a call I have a job waiting for you. A good job and you will not be fired due to lack of work. 

I offer 2 weeks paid vacation after the probation period. 

Please email me your resume.

I need someone who knows the DOB system not a field expediter. 

Working hours are 8:00/8:30-5:00.   Compensation is $20-$30 per hour. 

IF YOU DO NOW KNOW THE DOB NOW SYSTEM DO NOT CALL.

Thank you and have a great day.    ",40K-60K depending on proficiency level,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-cad-cam-revit-photoshop-expert/7166806973.html,CAD/CAM Revit & Photoshop Expert,Midtown West,"
        
Family office in Midtown seeking an experienced individual who is an expert in CAD/CAM REVIT and Photoshop. Must have at least 3 years experience and be able to work on a variety of projects, remotely. Please attach resume and references for consideration.    ",Will be project-based pricing,part-time
https://newyork.craigslist.org/mnh/egr/d/new-york/7166950338.html,Design|Drafting|Visualization|Architecture|Technology,,"
        
Small growing architecture and technical studio is looking for an individual to work on design and build of several projects.   The projects we are developing are architectures that are technically advanced;  they require an ability to think through architecture and engineering and all associated systems and subsystems.  A basic understanding of the concept of transition engineering, downshifting the economy and building a sustainable future is desirable. 

The studio works on projects at nodes of architecture, engineering and industry 4.0.

Responsibilities
| Technical Research
| Drafting 
| 3D Modelling and Visualization
| Presentation Documents
| Technical Documents

Skills
| Revit
| AutoCad or equal
| 3D Visualization Software
| Organization
| Discipline
| Creative Mind
| Work independently
| Technical awareness
| Have a sense of aesthetics

Work Format | Deliverables
| You can work from anywhere at your own pace when it is convenient; the only requirement is that deliverables are submitted on time and of quality.

Pay
| Commensurate with experience and skills on deliverable project basis

Candidate can be in architecture, engineering, technical drafting, or other suitable fields.   

Please submit 2 images, a resume, and a brief statement of no more than 100 words. 

Projects begin Thursday August 6th of this week.

Thanks for looking!

“Ask not what’s inside your head but what your head’s inside of.” - Mace 1977.




    ",Project Deliverable Basis,contract
https://newyork.craigslist.org/brk/egr/d/brooklyn-administrative-assistant/7167023790.html,Administrative Assistant,brooklyn,"
        
Full time administrative / office assistant needed immediately to our office in Brooklyn.
Basic data entry experience, able to create & send submittals, answer phone calls, emails, etc.
Please email Nissim at nbnyc7@gmail.com    ",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-irrigation-manager-wanted/7167439563.html,irrigation manager wanted,New York,"
        
We are a well-established irrigation company in New York City currently seeking an Irrigation Manager. The manager will be in responsible for the training and development of the department as well as managing the day-to-day operations. The ideal candidate must have over 3-years’ experience at a company in the related field. We are looking for a manager who is hard working, dependable, ambitious and self-sufficient to help us grow our business.

Location: New York
Job type: Full-time
Pay Rate: Based on experience.

Key Responsibilities:
•	Manage all irrigation services, including the coordination of all materials, people, equipment and subcontractors required to produce quality work.
•	Inspect properties properly prepare specific action plan for service.
•	After installation and services, monitor all aspects of the irrigation system and identify any problems.
•	As necessary, perform hands-on work with crews to meet work and scheduling demands.
•	Work with the Project Manager to identify staffing needs, hire new crew, and prepare daily crew schedules.
•	Ensure proper paperwork is completed for all employees.
•	Counsel, train, discipline, review, and develop growth plan for employees.
•	 Hands-on training and support of crew members, including proper operation of equipment, pruning techniques, safety, and quality standards.
•	Focus on safety and monitor safety records.
•	Maintain company procedures and protocol.
•	Maintain and manage all required administrative systems, including but not limited to time sheets and service schedules.
•	Order materials as needed and monitor costs and deliveries
•	Assist the Project and Account Manager in the performance of irrigation sales tasks as required
•	Prioritizes work orders and uses time efficiently.
•	Cooperate with technical team and share information across the organization.
•	Able to travel to multiple job sites throughout NYC and the tri-state area.
•	Ability to work flexible shifts and to adapt to changing work schedules.
•	Familiarity with mobile tools and applications
•	Applicants must be able to work well with laborers in their crew, Project Managers and communicate with clients on site. 

 Qualifications 
•	Lift heavy equipment (up to 150 lbs., on occasion, w/help)
•	Must be able to multi-task, problem-solve, and prioritize well. 
•	Must be punctual and take pride in your work
•	Can communicate and write effectively in English with customers and co-workers
•	Bilingual A PLUS
•	2 or 4-year degree in a business-related field, High School Diploma or General Education Degree (GED) required. Certificate from college or technical school field or equivalent experience required.
•	Minimum of 3 years of prior customer service, management, and leadership experience within an organization, the landscaping industry or local marketplace, including 1-2 years supervisory experience.

Benefits
•	Overtime work
•	TBD
    ",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-expediter/7167948451.html,Expediter,Financial District,"
        
Small established expediting company seeking experienced field expediters with experience and knowledge of DOB policy and procedures. Must have valid class 1 or 2 expediters license. Salary commensurate with experience.

When responding please include salary requirement.    ",Commensurate with experience,full-time
https://newyork.craigslist.org/fct/egr/d/westport-project-archtect-production/7167968688.html,Project Archtect/production,Westport,"
        
RAC seeks a full time employee with a minimum of 3 years experience. We have a strong preference towards candidates with residential experience using AutoCadd and/or Revit. Detailed oriented candidates preferred. Local candidates only please.    ",Based on Level of experience,full-time
https://newyork.craigslist.org/lgi/egr/d/albertson-party-chief-instrument-person/7168402105.html,Party Chief / Instrument Person / CAD drafter,Albertson,"
        
Land surveying firm seeking experienced party chiefs, instrument person, rod person. We can provide training for candidates with some or none experience under condition they have education in engineering field. Salary adequate to knowledge, experience and education. We offer paid holidays, sick days, annual bonus. Work generally in 5 Boroughs of NYC, Nassau and Suffolk County, Westchester County. We provide equipment and vehicles. Full time job (40 hours/week) with possibility of overtime. Please call or e-mail.    ",adequate to experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-seeking-landscape-designer/7168745272.html,SEEKING: Landscape Designer,New York,"
        
Busy landscape company seeking competent, engaged, and hard-working person for design work and field coordination. The right person will be on time, willing to work as needed (extra hours), possesses a high level of organization and creativity, is honest, and is disciplined.
This is a position for a creative, ambitious, go-getter. The right person can expect to grow into and build their own position in the company as a potential leader or design manager.
Recent graduates or untested designers welcome. 
Daily tasks include; working closely with the company CEO to create and execute exciting design projects and to collaborate with existing garden and irrigations teams to produce high quality work. Building solid, professional relationships with existing and new clients, maintaining steady correspondence and managing customer satisfaction.  

Job Benefits:
•	Competitive pay rates
•	Overtime pay
•	Holiday pay
•	Generous 401k employer matching program
•	Growth and job advancement facilitated and encouraged

Job Requirements:
•	Familiarity and proficiency with AutoCAD design software, Photoshop, and drafting
•	Detailed knowledge of plants and gardening
•	High level of organization
•	Ability to meet deadlines
•	Professionalism
•	Punctuality
•	Ability to listen and take direction
•	Self-driven
•	Discrete
    ",Rate TBD - Full time hourly work with time and a half overtime possible,full-time
